Kpmag,numax,e_numax,Delnu,e_Delnu,A,e_A,Width,e_Width,Teff,e_Teff,log(g),e_log(g),[Fe/H],e_[Fe/H],NoCorM,e_NoCorM,NoCorR,e_NoCorR,RGBcorM,e_RGBcorM,RGBcorR,e_RGBcorR,ClcorM,e_ClcorM,ClcorR,e_ClcorR,Phase
11.74,16.03,0.24,2.238,0.019,196.2, 10.6,  5.9, 0.5,4612,100,2.104,0.009,-0.23,0.15,1.32,0.1,16.89,0.49,1.16,0.08,15.8,0.45,1.3,0.1,16.74,0.48,0
13.35,19.55,0.29,2.758,0.019,170.5, 10.1,  6.7, 0.9,5132,164,2.214,0.01,-0.36,0.3,1.22,0.1,14.31,0.42,1.22,0.1,14.27,0.42,1.24,0.1,14.44,0.43,0
12.98,16.26,0.44,2.235,0.019,213.3, 10.9,  6.8, 1.0,5001,159,2.128,0.014,-0.11,0.3,1.57,0.17,17.89,0.69,1.51,0.16,17.56,0.68,1.6,0.17,18.06,0.7,0
11.59,20.59,0.56,2.442,0.024, 91.6,  6.7,  8.7, 1.6,4883,148,2.225,0.014,-0.08,0.3,2.16,0.23,18.75,0.74,2.04,0.22,18.24,0.72,2.2,0.24,18.96,0.75,0
11.32,11.26,0.36,1.863,0.015,256.8, 17.3,  4.6, 0.4,4759,150,1.958,0.016,-1.04,0.3,1.0,0.12,17.4,0.73,0.82,0.1,15.76,0.65,0.93,0.11,16.76,0.7,0
13.39,17.77,0.31,2.781,0.086,186.8, 11.6,  7.8, 1.6,5052,153,2.169,0.011,-0.15,0.3,0.87,0.13,12.69,0.86,0.9,0.13,12.96,0.88,0.87,0.13,12.76,0.86,0
13.28,12.12,0.63,1.804,0.026,226.2, 24.0,  4.6, 0.9,4822,144,1.992,0.024,-0.22,0.3,1.45,0.26,20.09,1.27,1.32,0.23,19.16,1.2,1.46,0.26,20.19,1.27,0
11.85,20.54,0.88,2.614,0.237,202.6, 23.7,  8.4, 2.4,4458,156,2.204,0.021,-0.04,0.3,1.42,0.55,15.59,2.93,1.25,0.47,14.62,2.66,1.4,0.54,15.47,2.89,0
13.61,19.67,0.32,2.56,0.023,187.6,  9.4,  7.4, 2.3,4686,138,2.197,0.01,0.01,0.3,1.46,0.12,15.97,0.5,1.32,0.11,15.2,0.48,1.47,0.12,16.03,0.51,0
13.85,13.39,0.23,1.852,0.018,255.0, 15.3,  5.0, 0.6,4617,161,2.026,0.011,-0.4,0.3,1.65,0.15,20.61,0.7,1.45,0.13,19.37,0.65,1.6,0.14,20.34,0.69,0
13.97,20.76,0.23,2.727,0.029,199.7, 10.8,  6.8, 0.5,4784,146,2.224,0.009,-0.24,0.3,1.38,0.11,15.01,0.48,1.24,0.1,14.22,0.44,1.38,0.11,15.02,0.48,0
13.57,13.67,0.27,2.046,0.02,284.5, 21.0,  5.4, 0.5,4840,147,2.045,0.012,-0.24,0.3,1.26,0.12,17.65,0.61,1.16,0.11,16.9,0.58,1.27,0.12,17.72,0.61,0
13.81,6.62,0.31,1.301,0.049,331.4, 51.2,  2.7, 1.5,4311,150,1.706,0.022,-0.16,0.3,0.74,0.16,19.97,1.82,0.6,0.13,18.0,1.59,0.73,0.16,19.89,1.81,0
12.24,11.37,0.52,1.712,0.018,228.8, 14.8,  5.7, 1.2,4489,157,1.949,0.022,-0.2,0.3,1.32,0.21,20.19,1.11,1.15,0.18,18.84,1.03,1.29,0.2,19.96,1.1,0
12.83,7.31,0.27,1.158,0.026,458.3, 44.9,  3.4, 0.8,4322,151,1.749,0.018,-0.4,0.3,1.59,0.25,27.86,1.73,1.43,0.22,26.45,1.62,1.55,0.24,27.55,1.71,0
11.7,5.51,0.22,0.943,0.021,457.7, 53.3,  2.6, 0.5,4395,153,1.63,0.02,-0.54,0.3,1.59,0.26,31.92,2.05,1.42,0.23,30.24,1.92,1.54,0.25,31.48,2.02,0
12.08,17.01,0.25,2.413,0.014,227.8, 14.0,  6.2, 0.8,4789,100,2.138,0.009,-0.72,0.15,1.24,0.09,15.71,0.41,1.06,0.07,14.55,0.37,1.19,0.08,15.4,0.4,0
13.84,12.13,0.41,1.775,0.016,265.6, 23.0,  4.8, 0.8,4323,151,1.969,0.017,0.24,0.3,1.31,0.16,19.67,0.87,1.15,0.14,18.37,0.81,1.29,0.16,19.52,0.86,0
12.6,12.08,0.23,1.78,0.055,190.2, 12.6,  5.5, 0.6,4819,147,1.991,0.012,-0.14,0.3,1.51,0.22,20.57,1.4,1.38,0.2,19.69,1.31,1.53,0.23,20.69,1.41,0
13.58,33.64,0.71,3.497,0.039, 85.5,  5.1, 15.5, 2.1,5156,171,2.45,0.012,-0.08,0.3,2.42,0.24,15.35,0.58,2.51,0.25,15.62,0.59,2.53,0.25,15.69,0.59,0
10.92,14.9,0.6,1.955,0.022,132.4,  7.5,  6.3, 1.2,4670,80,2.075,0.018,-0.32,0.15,1.86,0.25,20.7,1.01,1.66,0.23,19.58,0.95,1.83,0.25,20.54,1.0,0
13.59,6.52,0.19,1.13,0.057,431.6, 46.7,  2.8, 1.2,4258,149,1.696,0.016,-0.08,0.3,1.21,0.28,25.88,2.78,1.04,0.23,24.02,2.5,1.18,0.27,25.49,2.72,0
13.85,10.37,0.57,1.648,0.035,276.2, 18.3,  5.0, 1.1,4280,149,1.899,0.026,0.3,0.3,1.09,0.21,19.42,1.42,0.94,0.18,17.99,1.3,1.07,0.21,19.21,1.41,0
13.37,17.52,0.34,2.531,0.02,199.9, 12.0,  6.5, 0.8,5023,157,2.161,0.012,-0.6,0.3,1.2,0.11,15.06,0.49,1.12,0.1,14.56,0.47,1.23,0.11,15.26,0.5,0
10.43,8.06,0.23,1.317,0.026,435.0, 35.3,  3.2, 0.3,4335,151,1.792,0.015,0.0,0.3,1.28,0.17,23.78,1.27,1.11,0.14,22.12,1.16,1.25,0.16,23.51,1.25,0
13.49,14.41,0.78,1.994,0.028,169.6, 10.9,  6.3, 1.5,4782,144,2.066,0.025,-0.14,0.3,1.61,0.29,19.47,1.25,1.46,0.26,18.54,1.18,1.62,0.29,19.55,1.25,0
13.55,18.25,0.32,2.499,0.024,184.7, 10.2,  7.3, 1.2,4864,151,2.172,0.011,-0.64,0.3,1.36,0.12,15.84,0.53,1.2,0.11,14.9,0.49,1.35,0.12,15.78,0.53,0
11.69,11.13,0.54,1.652,0.046,164.2, 12.2,  6.5, 1.2,4721,143,1.951,0.022,-0.41,0.3,1.54,0.3,21.78,1.67,1.36,0.26,20.42,1.54,1.51,0.29,21.56,1.64,0
12.55,7.86,0.24,1.257,0.026,435.9, 43.7,  2.9, 0.6,4201,147,1.774,0.016,-0.04,0.3,1.36,0.19,25.04,1.41,1.19,0.16,23.41,1.29,1.32,0.18,24.71,1.39,0
13.8,20.75,0.34,2.702,0.033,179.4, 12.7,  7.9, 1.3,4800,140,2.225,0.01,-0.07,0.3,1.43,0.13,15.3,0.55,1.32,0.12,14.68,0.52,1.45,0.13,15.39,0.55,0
8.01,24.55,0.34,2.778,0.025, 95.0,  5.1,  9.5, 2.1,4719,135,2.294,0.01,0.34,0.3,2.07,0.16,16.98,0.51,1.96,0.15,16.51,0.5,2.09,0.16,17.07,0.52,0
16.59,17.81,2.27,2.548,0.064,166.8, 23.7,  8.4, 3.0,5249,183,2.178,0.056,-0.4,0.3,1.31,0.52,15.44,2.14,1.33,0.53,15.59,2.16,1.34,0.54,15.63,2.17,0
13.77,11.99,0.26,1.811,0.016,117.4,  8.7,  5.0, 0.7,5115,147,2.001,0.012,-0.9,0.3,1.51,0.14,20.32,0.7,1.42,0.13,19.72,0.68,1.57,0.15,20.71,0.72,0
11.8,12.89,0.25,1.791,0.014,306.3, 19.3,  5.3, 0.8,4165,100,1.987,0.011,0.3,0.15,1.44,0.12,20.16,0.63,1.26,0.1,18.84,0.58,1.42,0.12,20.0,0.62,0
6.97,23.03,1.32,2.718,0.051, 56.9,  6.3, 11.6, 4.3,4806,96,2.27,0.026,-0.23,0.15,1.92,0.37,16.8,1.19,1.74,0.34,16.02,1.12,1.93,0.37,16.84,1.19,0
10.73,19.66,0.56,2.816,0.194,139.4, 10.0,  7.5, 3.3,4820,100,2.202,0.014,-0.2,0.15,1.04,0.3,13.38,1.9,0.96,0.28,12.87,1.79,1.04,0.3,13.39,1.9,0
12.59,5.42,0.26,1.034,0.029,458.9, 44.7,  2.6, 0.6,4281,149,1.617,0.023,-0.24,0.3,1.0,0.19,25.75,1.99,0.84,0.16,23.63,1.78,0.96,0.19,25.28,1.94,0
13.56,17.9,0.46,2.431,0.016,208.2, 13.2,  7.1, 1.2,4879,145,2.164,0.014,-0.28,0.3,1.44,0.14,16.44,0.58,1.32,0.13,15.76,0.56,1.46,0.15,16.57,0.59,0
10.79,22.73,2.88,2.501,0.43,168.8, 35.0, 10.9, 3.2,4428,155,2.247,0.056,-0.06,0.3,2.27,1.79,18.79,6.9,2.1,1.63,18.07,6.52,2.26,1.78,18.75,6.88,0
13.73,16.7,1.03,2.531,0.077,156.2, 23.4,  5.6, 2.6,4861,80,2.133,0.027,-0.61,0.15,0.99,0.22,14.13,1.25,0.88,0.2,13.3,1.16,0.98,0.22,14.04,1.24,0
11.08,13.7,0.54,1.839,0.109,178.0, 21.1,  5.2, 1.9,4478,80,2.03,0.018,-0.28,0.15,1.73,0.47,21.07,2.66,1.55,0.41,19.92,2.45,1.7,0.45,20.86,2.62,0
7.56,15.11,0.36,1.948,0.034,103.0,  8.5,  7.5, 1.3,4706,135,2.083,0.013,0.19,0.3,1.99,0.23,21.23,0.99,1.85,0.21,20.46,0.95,2.03,0.23,21.42,1.0,0
13.34,18.53,0.27,2.618,0.019,193.5, 11.7,  6.5, 0.9,4923,149,2.181,0.01,-0.6,0.3,1.2,0.09,14.74,0.43,1.09,0.08,14.0,0.41,1.22,0.1,14.82,0.43,0
13.97,5.85,0.14,1.077,0.035,513.1, 55.2,  2.4, 0.5,4345,152,1.653,0.014,0.07,0.3,1.1,0.18,25.83,1.89,0.94,0.15,23.91,1.69,1.07,0.17,25.56,1.86,0
13.54,13.15,0.21,1.818,0.025,218.8, 15.4,  4.9, 0.8,4783,142,2.026,0.011,-0.04,0.3,1.77,0.17,21.38,0.81,1.63,0.15,20.5,0.77,1.8,0.17,21.56,0.82,0
12.05,23.13,0.72,2.487,0.032, 78.3,  4.2, 10.8, 2.4,5038,100,2.283,0.015,0.04,0.15,2.97,0.35,20.63,0.91,3.11,0.36,21.08,0.93,3.19,0.37,21.36,0.94,0
12.01,10.96,0.25,1.734,0.022,275.1, 21.3,  4.3, 0.6,4723,136,1.944,0.012,-0.1,0.3,1.21,0.12,19.46,0.77,1.1,0.11,18.5,0.72,1.21,0.12,19.47,0.77,0
10.9,15.68,0.69,2.025,0.015, 82.7,  6.0,  6.1, 1.1,4935,146,2.109,0.021,-0.22,0.3,2.04,0.3,20.87,1.06,1.93,0.28,20.27,1.03,2.1,0.31,21.14,1.08,0
7.03,4.79,0.17,0.831,0.047,306.7, 29.8,  2.2, 0.6,4386,126,1.569,0.017,-0.02,0.3,1.72,0.44,35.7,4.29,1.54,0.38,33.72,3.95,1.7,0.43,35.45,4.25,0
15.99,4.79,0.11,1.039,0.038,364.3, 72.3,  1.2, 1.2,4978,174,1.597,0.013,-0.23,0.3,0.85,0.15,24.35,1.94,0.87,0.15,24.59,1.97,0.86,0.15,24.49,1.96,0
11.67,19.62,0.31,2.634,0.016,178.0,  9.6,  7.3, 1.2,4614,100,2.192,0.009,-0.45,0.15,1.27,0.09,14.93,0.4,1.09,0.08,13.87,0.37,1.22,0.09,14.67,0.39,0
6.08,11.13,0.19,1.704,0.048,124.7, 13.8,  3.4, 1.1,4379,80,1.935,0.009,0.19,0.15,1.22,0.16,19.72,1.21,1.06,0.14,18.4,1.09,1.2,0.16,19.57,1.19,0
13.63,20.09,0.52,2.789,0.034,151.7,  8.8,  8.6, 0.9,4895,145,2.215,0.014,-0.24,0.3,1.18,0.13,14.04,0.57,1.11,0.12,13.59,0.55,1.19,0.13,14.1,0.58,0
11.47,22.24,0.84,2.714,0.012,119.3,  7.1,  9.4, 1.2,4906,143,2.26,0.018,-0.03,0.3,1.79,0.23,16.44,0.72,1.7,0.22,16.0,0.7,1.84,0.23,16.64,0.73,0
10.68,6.07,0.5,1.169,0.063,288.6, 45.1,  3.0, 0.8,4100,143,1.657,0.037,0.2,0.3,0.81,0.27,22.1,3.03,0.66,0.21,19.95,2.65,0.8,0.27,21.98,3.01,0
8.73,7.01,0.35,1.122,0.009,331.2, 32.7,  2.9, 0.7,4293,150,1.73,0.023,0.0,0.3,1.57,0.26,28.37,1.61,1.39,0.23,26.68,1.51,1.54,0.25,28.1,1.59,0
11.06,16.87,0.44,2.183,0.014,228.0, 14.7,  7.0, 1.4,4399,130,2.116,0.014,0.21,0.3,1.59,0.16,18.24,0.65,1.41,0.14,17.19,0.61,1.58,0.16,18.19,0.65,0
11.94,9.18,0.41,1.554,0.039,237.3, 19.9,  4.7, 1.2,4673,137,1.865,0.021,0.24,0.3,1.09,0.19,20.19,1.42,1.02,0.18,19.55,1.37,1.09,0.19,20.2,1.42,0
13.18,5.16,0.21,0.949,0.027,520.0, 63.2,  1.9, 0.3,4256,148,1.594,0.02,-0.2,0.3,1.21,0.22,29.03,2.14,1.04,0.18,26.96,1.94,1.16,0.21,28.51,2.09,0
10.94,8.12,0.17,1.283,0.02,383.3, 29.5,  3.1, 0.6,4330,80,1.795,0.011,-0.18,0.15,1.45,0.14,25.24,1.04,1.28,0.13,23.68,0.96,1.41,0.14,24.92,1.02,0
11.99,12.54,1.0,1.837,0.095,235.5, 33.3,  5.5, 1.0,4797,142,2.006,0.035,-0.09,0.3,1.48,0.47,20.0,2.64,1.36,0.43,19.15,2.5,1.49,0.48,20.1,2.66,0
11.67,10.89,0.37,1.741,0.023,256.7, 19.9,  4.7, 0.5,4702,138,1.94,0.017,-0.43,0.3,1.16,0.15,19.14,0.91,1.0,0.13,17.78,0.83,1.13,0.14,18.84,0.89,0
9.52,5.44,0.15,1.035,0.046,467.7, 67.9,  2.5, 0.5,4208,147,1.615,0.015,-0.3,0.3,0.98,0.2,25.6,2.45,0.83,0.16,23.46,2.16,0.95,0.19,25.15,2.38,0
13.85,19.77,0.43,2.723,0.031,198.3, 12.5,  7.5, 1.9,4940,147,2.21,0.012,-0.34,0.3,1.26,0.12,14.56,0.55,1.17,0.11,14.08,0.52,1.28,0.12,14.69,0.55,0
12.01,16.71,0.33,2.227,0.102, 92.1,  7.0,  8.3, 1.3,5148,100,2.146,0.01,-0.11,0.15,1.8,0.36,18.79,1.79,1.8,0.36,18.77,1.79,1.85,0.37,19.02,1.82,0
11.07,6.51,0.32,1.143,0.038,406.7, 33.9,  3.3, 1.2,4213,125,1.693,0.023,-0.13,0.3,1.14,0.23,25.14,2.13,0.97,0.2,23.24,1.93,1.1,0.22,24.7,2.09,0
13.59,6.13,0.37,1.175,0.055,133.8, 31.6,  2.2, 1.1,5085,178,1.708,0.028,-0.13,0.3,1.13,0.3,24.61,2.8,1.15,0.31,24.82,2.83,1.14,0.3,24.69,2.81,0
13.31,16.68,1.34,2.401,0.169,215.4, 42.4,  6.3, 1.3,4520,158,2.117,0.036,-0.04,0.3,1.09,0.41,15.11,2.48,0.95,0.35,14.09,2.25,1.07,0.4,15.0,2.45,0
11.43,8.5,0.18,1.357,0.047,281.4, 28.3,  3.4, 0.5,4741,137,1.835,0.012,-0.07,0.3,1.52,0.25,24.7,1.85,1.38,0.22,23.53,1.73,1.53,0.25,24.79,1.86,0
11.56,20.91,0.39,2.521,0.012,144.3,  7.5,  8.4, 0.8,4767,137,2.227,0.011,-0.26,0.3,1.92,0.16,17.66,0.51,1.73,0.14,16.77,0.48,1.91,0.16,17.64,0.51,0
11.76,11.66,0.5,1.542,0.02,185.8, 12.4,  6.0, 1.2,4631,132,1.967,0.02,-0.01,0.3,2.27,0.34,25.93,1.39,2.1,0.31,24.93,1.33,2.28,0.34,25.99,1.4,0
12.2,16.55,0.42,2.329,0.017,233.9, 15.4,  6.6, 0.6,4538,132,2.114,0.013,0.12,0.3,1.21,0.12,15.97,0.57,1.07,0.11,15.03,0.53,1.21,0.12,15.95,0.57,0
12.7,11.11,0.3,2.13,0.109,171.2, 12.8,  3.9, 0.9,5259,175,1.974,0.015,-1.58,0.3,0.65,0.15,13.81,1.49,0.66,0.15,13.88,1.5,0.77,0.18,14.97,1.68,0
12.14,14.62,0.31,2.152,0.017,191.8, 14.2,  6.1, 1.5,4654,80,2.066,0.011,-0.34,0.15,1.19,0.1,16.74,0.52,1.03,0.09,15.58,0.48,1.16,0.1,16.53,0.51,0
12.87,16.83,0.36,2.728,0.061,183.6, 14.1,  5.2, 0.7,4725,80,2.131,0.011,-0.22,0.15,0.72,0.09,12.08,0.63,0.66,0.08,11.57,0.6,0.73,0.09,12.15,0.64,0
8.42,23.33,0.33,2.769,0.012,116.4,  6.7,  8.4, 0.8,4813,136,2.276,0.01,-0.05,0.3,1.85,0.13,16.41,0.43,1.72,0.12,15.79,0.41,1.89,0.14,16.55,0.43,0
11.67,81.33,8.62,7.121,0.413, 37.8,  6.1, 41.2,13.6,5161,180,2.834,0.047,-0.56,0.3,1.99,0.8,8.95,1.42,1.94,0.77,8.83,1.4,2.09,0.84,9.17,1.47,0
13.49,74.47,1.0,6.974,0.016, 91.6,  4.2, 32.9, 7.6,4773,140,2.779,0.01,0.38,0.3,1.48,0.1,8.22,0.2,1.41,0.1,8.03,0.2,1.49,0.1,8.24,0.2,0
9.71,14.37,0.34,1.879,0.016,176.4, 10.5,  6.0, 1.2,4537,128,2.053,0.013,-0.0,0.3,1.87,0.18,21.31,0.75,1.69,0.16,20.23,0.71,1.87,0.18,21.28,0.75,0
9.14,16.02,0.56,1.998,0.024, 98.5,  7.9,  8.2, 1.5,4839,137,2.114,0.017,-0.11,0.3,2.23,0.29,21.69,1.02,2.1,0.27,21.02,0.98,2.27,0.29,21.88,1.03,0
11.89,8.48,0.23,1.337,0.015,339.5, 27.4,  3.6, 0.7,4449,129,1.82,0.014,-0.07,0.3,1.45,0.16,24.58,1.0,1.28,0.14,23.05,0.93,1.43,0.16,24.38,0.99,0
11.62,15.34,0.24,2.244,0.013,235.3, 15.8,  5.9, 0.5,4666,134,2.088,0.01,0.05,0.3,1.17,0.09,16.17,0.45,1.06,0.08,15.41,0.43,1.17,0.09,16.2,0.45,0
13.8,20.95,0.38,2.734,0.027,152.2,  7.9,  9.7, 1.3,4940,147,2.235,0.011,-0.29,0.3,1.47,0.13,15.31,0.52,1.37,0.12,14.8,0.5,1.5,0.13,15.47,0.52,0
13.32,13.34,0.54,2.024,0.041,171.3, 13.2,  5.3, 0.7,4960,152,2.04,0.019,-0.84,0.3,1.27,0.2,17.83,1.09,1.15,0.18,16.93,1.02,1.28,0.2,17.9,1.09,0
10.92,13.03,0.36,1.86,0.078,154.1, 11.2,  5.9, 1.2,4582,80,2.013,0.013,-0.05,0.15,1.47,0.28,19.81,1.78,1.31,0.25,18.67,1.64,1.46,0.28,19.74,1.77,0
9.51,16.64,0.35,2.241,0.014,172.7, 10.4,  6.3, 1.0,4771,135,2.128,0.012,-0.07,0.3,1.55,0.14,17.79,0.57,1.41,0.12,16.99,0.54,1.56,0.14,17.87,0.57,0
11.62,18.86,0.29,2.497,0.012,175.9,  9.8,  7.5, 0.7,4890,144,2.188,0.01,-0.29,0.3,1.52,0.12,16.44,0.45,1.4,0.11,15.77,0.43,1.54,0.12,16.58,0.46,0
11.32,21.21,0.72,2.799,0.045,136.5,  6.6, 10.1, 1.3,4932,143,2.24,0.017,-0.36,0.3,1.39,0.18,14.78,0.75,1.28,0.17,14.23,0.72,1.41,0.19,14.92,0.76,0
12.18,7.67,0.31,1.358,0.025,379.9, 29.5,  3.8, 0.6,4288,150,1.768,0.02,-0.06,0.3,0.96,0.15,21.16,1.25,0.8,0.12,19.39,1.13,0.93,0.15,20.87,1.23,0
13.3,100.92,1.39,8.447,0.038, 36.3,  1.5, 32.6, 2.5,5185,155,2.929,0.01,-0.47,0.3,1.94,0.14,7.91,0.21,1.91,0.14,7.85,0.21,2.02,0.15,8.07,0.21,0
